Table 1
25 Nov 1793	Link	Boston Gazette (2043)		"New-York, November 18. (1793, November 25). Boston Gazette (2043)"	"New-York, November 18. (1793, November 25). Boston Gazette (2043), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1036CD2E61FB47A0%40EANX-104456ECC7BD4D5E%402376269-104456ECE6D06CE4%401-104456ED73B17E3D%40New-York%252C%2BNovember%2B18."
29 Nov 1793	Link	"American Apollo, III (10)"		"New-York, Nov. 20. (1793, November 29). American Apollo, III (10)"	"New-York, Nov. 20. (1793, November 29). American Apollo, III (10), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E416DC1B55120%40EANX-10B64C4CAECA87E8%402376273-10B64C4D12D38CB0%402-10B64C4E7A024010%40New-York%252C%2BNov.%2B20."
24 Jul 1794	Link	"American Apollo, III (43)"	"South-Carolina. Charleston, June 24. (1794, July 24"	"South-Carolina. Charleston, June 24. (1794, July 24). American Apollo, III (43)"	"South-Carolina. Charleston, June 24. (1794, July 24). American Apollo, III (43), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E416DC1B55120%40EANX-10B64CA1B0D85560%402376510-10B64CA2066F6E30%402-10B64CA33A774130%40South-Carolina.%2BCharleston%252C%2BJune%2B24."
23 Mar 1798	Link	"Massachusetts Mercury, XI (24)"		"New-York, March 14. (1798, March 23). Massachusetts Mercury, XI (24)"	"New-York, March 14. (1798, March 23). Massachusetts Mercury, XI (24), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E87DB8B96B490%40EANX-10AEDDE665CF9890%402377848-10AEDDE69B434B38%401-10AEDDE7B580C700%40New-York%252C%2BMarch%2B14."
14 Aug 1798	Link	"Massachusetts Mercury, XII (13)"		"New York, Aug. 6. (1798, August 14). Massachusetts Mercury, XII (13)"	"New York, Aug. 6. (1798, August 14). Massachusetts Mercury, XII (13), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E87DB8B96B490%40EANX-10AEDE64C164C7F0%402377992-10AEDE64EA8DB128%401-10AEDE65D2D08F10%40New%2BYork%252C%2BAug.%2B6."
13 May 1799	Link	"Independent Chronicle, XXXI (1893)"		"[Capt. W. Odlin; Rambler; Honduras; George; New Orleans; Murtin's Reef; Cape Sable]. (1799, May 13). Independent Chronicle, XXXI (1893)"	"[Capt. W. Odlin; Rambler; Honduras; George; New Orleans; Murtin's Reef; Cape Sable]. (1799, May 13). Independent Chronicle, XXXI (1893), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E83A29E4EE558%40EANX-10EF88058B40D430%402378264-10EF8805C3EB72D0%401-10EF8806AE4D68A8%40%255BCapt.%2BW.%2BOdlin%253B%2BRambler%253B%2BHonduras%253B%2BGeorge%253B%2BNew%2BOrleans%253B%2BMurtin%2527s%2BReef%253B%2BCape%2BSable%255D."
4 Jun 1799	Link	"Massachusetts Mercury, XIII (45)"		"[New-York; Bay; Hondoras; Manufactured; Goods; Captain; Baltimore; Francois; Camilla]. (1799, June 4). Massachusetts Mercury, XIII (45)"	"[New-York; Bay; Hondoras; Manufactured; Goods; Captain; Baltimore; Francois; Camilla]. (1799, June 4). Massachusetts Mercury, XIII (45), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E87DB8B96B490%40EANX-10AEDF6E786AB020%402378286-10AEDF6EAC70C520%401-10AEDF6FB20C6C78%40%255BNew-York%253B%2BBay%253B%2BHondoras%253B%2BManufactured%253B%2BGoods%253B%2BCaptain%253B%2BBaltimore%253B%2BFrancois%253B%2BCamilla%255D."
6 Jun 1799	Link	"Independent Chronicle, XXXI (1900)"		"New-York, May 29. (1799, June 6). Independent Chronicle, XXXI (1900)"	"New-York, May 29. (1799, June 6). Independent Chronicle, XXXI (1900), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E83A29E4EE558%40EANX-10EF881CECAE2410%402378288-10EF881E03AFC190%402-10EF881F40E245C8%40New-York%252C%2BMay%2B29."
8 Jun 1799	Link	"Columbian Centinel, XXXI (28)"		"Recent Omissions. New-York, May 29. (1799, June 8). Columbian Centinel, XXXI (28)"	"Recent Omissions. New-York, May 29. (1799, June 8). Columbian Centinel, XXXI (28), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-10644B83DEA83677%402378290-10644B83EC688260%400-10644B84D94CF0C3%40Recent%2BOmissions.%2BNew-York%252C%2BMay%2B29."
11 Jun 1800	Link	"Constitutional Telegraph, I (73)"		"[Department; State; Bay; Honduras; British; Spain; Settlements]. (1800, June 11). Constitutional Telegraph, I (73)"	"[Department; State; Bay; Honduras; British; Spain; Settlements]. (1800, June 11). Constitutional Telegraph, I (73), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E7DD50AD75460%40EANX-10B3BE6E048FD0F0%402378658-10B3BE6E5ADD5D78%401-10B3BE6F7223CCD8%40%255BDepartment%253B%2BState%253B%2BBay%253B%2BHonduras%253B%2BBritish%253B%2BSpain%253B%2BSettlements%255D."
28 Jan 1802	Link	"Boston Commercial Gazette, XI (43)"		"From the Bay of Honduras. (1802, January 28). Boston Commercial Gazette, XI (43)"	"From the Bay of Honduras. (1802, January 28). Boston Commercial Gazette, XI (43), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-1046F59C6B626644%402379254-1046F59CE8844BC7%402-1046F59E95E92016%40From%2Bthe%2BBay%2Bof%2BHonduras."
30 Jan 1802	Link	"Columbian Centinel, XXXVI (44)"		"[Honduras; American Vessels; Antigua; British West-Indies; Parliament; July]. (1802, January 30). Columbian Centinel, XXXVI (44)"	"[Honduras; American Vessels; Antigua; British West-Indies; Parliament; July]. (1802, January 30). Columbian Centinel, XXXVI (44), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-10644FB70358F539%402379256-10644FB750DBE4EF%401-10644FB8C2BA7BDF%40%255BHonduras%253B%2BAmerican%2BVessels%253B%2BAntigua%253B%2BBritish%2BWest-Indies%253B%2BParliament%253B%2BJuly%255D."
30 Jan 1802	Link	"Constitutional Telegraph, III (244)"		"From the Bay of Honduras. (1802, January 30). Constitutional Telegraph, III (244)"	"From the Bay of Honduras. (1802, January 30). Constitutional Telegraph, III (244), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E7DD50AD75460%40EANX-10B3BD379F4F3688%402379256-10B3BD37F1C925D0%402-10B3BD396B8FFE28%40From%2Bthe%2BBay%2Bof%2BHonduras."
26 Mar 1803	Link	"Columbian Centinel, XXXIX (8)"		"[New-York; Bay; Honduras; Governor; Co. Barrow; England; London; Spaniards]. (1803, March 26). Columbian Centinel, XXXIX (8)"	"[New-York; Bay; Honduras; Governor; Co. Barrow; England; London; Spaniards]. (1803, March 26). Columbian Centinel, XXXIX (8), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-106452C0F43C8A87%402379676-106452C1452E0498%401-106452C2EBF2A893%40%255BNew-York%253B%2BBay%253B%2BHonduras%253B%2BGovernor%253B%2BCo.%2BBarrow%253B%2BEngland%253B%2BLondon%253B%2BSpaniards%255D."
13 Dec 1803	Link	"New-England Palladium, 22 (47)"	"South-Carolina. Charleston, Nov. 17. (1803, December 13"	"South-Carolina. Charleston, Nov. 17. (1803, December 13). New-England Palladium, 22 (47)"	"South-Carolina. Charleston, Nov. 17. (1803, December 13). New-England Palladium, 22 (47), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B01BEAC5601558%402379938-10B01BEADC3ECDF0%400-10B01BEC29013CF8%40South-Carolina.%2BCharleston%252C%2BNov.%2B17."
24 Aug 1804	Link	"Repertory, I (116)"		"[Hibbert; Bay; Honduras; Thursday; Leander; English; Honduras; New York]. (1804, August 24). Repertory, I (116)"	"[Hibbert; Bay; Honduras; Thursday; Leander; English; Honduras; New York]. (1804, August 24). Repertory, I (116), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B34E0B20423590%402380193-10B34E0B98678348%401-10B34E0DB8B94168%40%255BHibbert%253B%2BBay%253B%2BHonduras%253B%2BThursday%253B%2BLeander%253B%2BEnglish%253B%2BHonduras%253B%2BNew%2BYork%255D."
24 Aug 1804	Link	"Repertory, I (116)"		"[Hibbert; Bay; Honduras; Thursday; Leander; English; Honduras; New York]. (1804, August 24). Repertory, I (116)"	"[Hibbert; Bay; Honduras; Thursday; Leander; English; Honduras; New York]. (1804, August 24). Repertory, I (116), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B34E0B20423590%402380193-10B34E0B98678348%401-10B34E0DB8B94168%40%255BHibbert%253B%2BBay%253B%2BHonduras%253B%2BThursday%253B%2BLeander%253B%2BEnglish%253B%2BHonduras%253B%2BNew%2BYork%255D."
7 Sep 1804	Link	"Repertory, I (120)"		"Philadelphia, Aug. 31. from Honduras, via, Charleston. (1804, September 7). Repertory, I (120)"	"Philadelphia, Aug. 31. from Honduras, via, Charleston. (1804, September 7). Repertory, I (120), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B34E21821708C0%402380207-10B34E21D2134DD8%401-10B34E2373DF8698%40Philadelphia%252C%2BAug.%2B31.%2Bfrom%2BHonduras%252C%2Bvia%252C%2BCharleston."
8 Sep 1804	Link	"Columbian Centinel, 42 (4)"		"Honduras. (1804, September 8). Columbian Centinel, 42 (4)"	"Honduras. (1804, September 8). Columbian Centinel, 42 (4), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-1064E8CE71CDA6DC%402380208-1064E8CF2412DF8D%401-1064E8D19A70DC23%40Honduras."
7 Sep 1805	Link	"Spectator, VIII (824)"		"[Philadelphia Correspondent; Arrived; Venus; King; Amsterdam; Cyrus; Daggett]. (1805, September 7). Spectator, VIII (824)"	"[Philadelphia Correspondent; Arrived; Venus; King; Amsterdam; Cyrus; Daggett]. (1805, September 7). Spectator, VIII (824), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEC4158FF6DE8%40EANX-10DF925CDB3EAF88%402380572-10DF925D224DCCA0%401-10DF925E44EC3160%40%255BPhiladelphia%2BCorrespondent%253B%2BArrived%253B%2BVenus%253B%2BKing%253B%2BAmsterdam%253B%2BCyrus%253B%2BDaggett%255D."
9 Dec 1805	Link	"Boston Commercial Gazette, 19 (30)"		"[Honduras; Belize]. (1805, December 9). Boston Commercial Gazette, 19 (30)"	"[Honduras; Belize]. (1805, December 9). Boston Commercial Gazette, 19 (30), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-10445C4E57E860B8%402380665-10445C4E8375E3B1%401-10445C4F7839D23F%40%255BHonduras%253B%2BBelize%255D."
10 Feb 1806	Link	"Boston Commercial Gazette, 19 (47)"		"[Captain Wood; Bay; Honduras; American; Vessels; Mahogany; Jamaica]. (1806, February 10). Boston Commercial Gazette, 19 (47)"	"[Captain Wood; Bay; Honduras; American; Vessels; Mahogany; Jamaica]. (1806, February 10). Boston Commercial Gazette, 19 (47), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-10445D809CCAE1E7%402380728-10445D80D1CB2E42%401-10445D81E9932340%40%255BCaptain%2BWood%253B%2BBay%253B%2BHonduras%253B%2BAmerican%253B%2BVessels%253B%2BMahogany%253B%2BJamaica%255D."
4 Oct 1806	Link	Columbian Centinel (2351)		"From Honduras. (1806, October 4). Columbian Centinel (2351)"	"From Honduras. (1806, October 4). Columbian Centinel (2351), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-1064EA4FD777C024%402380964-1064EA5095968E5C%401-1064EA5437BA1B69%40From%2BHonduras."
7 Oct 1806	Link	"Repertory, III (80)"		"From Honduras. (1806, October 7). Repertory, III (80)"	"From Honduras. (1806, October 7). Repertory, III (80), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B350D92308A890%402380967-10B350D985AA8020%401-10B350DBD2B34AE0%40From%2BHonduras."
7 Oct 1806	Link	"Repertory, III (80)"		"From Honduras. (1806, October 7). Repertory, III (80)"	"From Honduras. (1806, October 7). Repertory, III (80), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B350DE45AF3728%402380967-10B350DE9C4AD028%401-10B350E15B3A8520%40From%2BHonduras."
9 Oct 1806	Link	"Boston Commercial Gazette, 21 (12)"		"From Honduras. (1806, October 9). Boston Commercial Gazette, 21 (12)"	"From Honduras. (1806, October 9). Boston Commercial Gazette, 21 (12), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-10445B5F440C1A25%402380969-10445B5F4D8E39DF%400-10445B6055284834%40From%2BHonduras."
27 Dec 1806	Link	Columbian Centinel (2375)		"From Honduras-Late. (1806, December 27). Columbian Centinel (2375)"	"From Honduras-Late. (1806, December 27). Columbian Centinel (2375), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1044E8FD0EBBC638%40EANX-1064F13AEC76BE01%402381048-1064F13B832480E2%401-1064F13E648F02A0%40From%2BHonduras-Late."
9 Jul 1807	Link	"Boston Commercial Gazette, 22 (37)"		"An Extract of a Letter from Honduras, Dated 25th May 1807, Says. (1807, July 9). Boston Commercial Gazette, 22 (37)"	"An Extract of a Letter from Honduras, Dated 25th May 1807, Says. (1807, July 9). Boston Commercial Gazette, 22 (37), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-10445C5993503A28%402381242-10445C59D171E4B7%401-10445C5B5B4B7A10%40An%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2BHonduras%252C%2BDated%2B25th%2BMay%2B1807%252C%2BSays."
10 Jul 1807	Link	"Repertory, IV (55)"		"Commercial. an Extract of a Letter from Honduras, Dated 23th May, 1807. (1807, July 10). Repertory, IV (55)"	"Commercial. an Extract of a Letter from Honduras, Dated 23th May, 1807. (1807, July 10). Repertory, IV (55), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B355FAA0BCA168%402381243-10B355FB1A037068%402-10B355FC754F9158%40Commercial.%2Ban%2BExtract%2Bof%2Ba%2BLetter%2Bfrom%2BHonduras%252C%2BDated%2B23th%2BMay%252C%2B1807."
14 Jul 1807	Link	"New-England Palladium, 30 (4)"		"Extract of a Letter from Honduras, May 25. (1807, July 14). New-England Palladium, 30 (4)"	"Extract of a Letter from Honduras, May 25. (1807, July 14). New-England Palladium, 30 (4), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B01D6AD6835610%402381247-10B01D6AF0FE4838%400-10B01D6C54319DE0%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BHonduras%252C%2BMay%2B25."
4 Jun 1813	Link	"New-England Palladium, XLI (45)"	"By Mail. South-Carolina. Charleston, May 21. (1813, June 4"	"By Mail. South-Carolina. Charleston, May 21. (1813, June 4). New-England Palladium, XLI (45)"	"By Mail. South-Carolina. Charleston, May 21. (1813, June 4). New-England Palladium, XLI (45), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10AE2C96843A90B8%402383399-10AE2C9693EF68A8%400-10AE2C976D73E510%40By%2BMail.%2BSouth-Carolina.%2BCharleston%252C%2BMay%2B21."
17 Jan 1817	Link	"New England Palladium & Commercial Advertiser, XLIV (5)"	"[N. Orleans; Favorite; Havre; Balize; South Carolina; Hutchinson; Bordeaux; Brig. Fawn; Savannah; Cleared; Charleston]. (1817, January 17"	"[N. Orleans; Favorite; Havre; Balize; South Carolina; Hutchinson; Bordeaux; Brig. Fawn; Savannah; Cleared; Charleston]. (1817, January 17). New England Palladium & Commercial Advertiser, XLIV (5)"	"[N. Orleans; Favorite; Havre; Balize; South Carolina; Hutchinson; Bordeaux; Brig. Fawn; Savannah; Cleared; Charleston]. (1817, January 17). New England Palladium & Commercial Advertiser, XLIV (5), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B02EC7C96B9B18%402384722-10B02EC85BE48890%402-10B02ECAEF145E40%40%255BN.%2BOrleans%253B%2BFavorite%253B%2BHavre%253B%2BBalize%253B%2BSouth%2BCarolina%253B%2BHutchinson%253B%2BBordeaux%253B%2BBrig.%2BFawn%253B%2BSavannah%253B%2BCleared%253B%2BCharleston%255D."
25 Sep 1818	Link	"New England Palladium & Commercial Advertiser, XLVII (25)"		"[Commodore; Aury; Amelia; Old; Providence; St. Catharine's; Island; Honduras]. (1818, September 25). New England Palladium & Commercial Advertiser, XLVII (25)"	"[Commodore; Aury; Amelia; Old; Providence; St. Catharine's; Island; Honduras]. (1818, September 25). New England Palladium & Commercial Advertiser, XLVII (25), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B02C6235BAA768%402385338-10B02C6282B42B50%401-10B02C644C4E2198%40%255BCommodore%253B%2BAury%253B%2BAmelia%253B%2BOld%253B%2BProvidence%253B%2BSt.%2BCatharine%2527s%253B%2BIsland%253B%2BHonduras%255D."
5 Apr 1819	Link	"Boston Patriot and Daily Chronicle, IV (568)"		"[Honduras; Norfolk; Herald; March; October; Mitchel]. (1819, April 5). Boston Patriot and Daily Chronicle, IV (568)"	"[Honduras; Norfolk; Herald; March; October; Mitchel]. (1819, April 5). Boston Patriot and Daily Chronicle, IV (568), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A13C57E762334BE24%40EANX-10BBFEAF8ADE3A00%402385530-10BBFEB5EE956270%401-10BBFEB780DB6BE0%40%255BHonduras%253B%2BNorfolk%253B%2BHerald%253B%2BMarch%253B%2BOctober%253B%2BMitchel%255D."
7 Apr 1819	Link	"Independent Chronicle & Boston Patriot, LI (3960)"		"[Bay; Honduras; Norfolk; Herald; March; October; Mitchel]. (1819, April 7). Independent Chronicle & Boston Patriot, LI (3960)"	"[Bay; Honduras; Norfolk; Herald; March; October; Mitchel]. (1819, April 7). Independent Chronicle & Boston Patriot, LI (3960), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A12BC6B16249A7FA8%40EANX-10BE91647B3AF2D8%402385532-10BE91649E484608%400-10BE91656B59DEB0%40%255BBay%253B%2BHonduras%253B%2BNorfolk%253B%2BHerald%253B%2BMarch%253B%2BOctober%253B%2BMitchel%255D."
8 May 1819	Link	"Boston Daily Advertiser, XVIII (32)"		"New-York, May 5. Murderous Transaction. (1819, May 8). Boston Daily Advertiser, XVIII (32)"	"New-York, May 5. Murderous Transaction. (1819, May 8). Boston Daily Advertiser, XVIII (32), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E426370EFFFF8%40EANX-10B5FC2F0C637A70%402385563-10B5FC2F501E3C68%401-10B5FC30C03FFAE8%40New-York%252C%2BMay%2B5.%2BMurderous%2BTransaction."
8 May 1819	Link	"Repertory, XVII (37)"		"New-York, May 5. (1819, May 8). Repertory, XVII (37)"	"New-York, May 5. (1819, May 8). Repertory, XVII (37), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8298D7208840%40EANX-10B65D5330C025F8%402385563-10B65D537B627808%401-10B65D54E09EF3C0%40New-York%252C%2BMay%2B5."
2 Jun 1819	Link	"Independent Chronicle & Boston Patriot, LI (3976)"		"[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras]. (1819, June 2). Independent Chronicle & Boston Patriot, LI (3976)"	"[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras]. (1819, June 2). Independent Chronicle & Boston Patriot, LI (3976), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A12BC6B16249A7FA8%40EANX-10BE91944579E6B8%402385588-10BE91948BAA9668%401-10BE919579C99C10%40%255BEnterprize%253B%2BLieutenant%253B%2BKerney%253B%2BNew-York%253B%2BSaturday%253B%2BEv.%2BPost%253B%2BOmos%253B%2BBay%253B%2BHonduras%255D."
2 Jun 1819	Link	"Independent Chronicle & Boston Patriot, LI (3976)"		"[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras]. (1819, June 2). Independent Chronicle & Boston Patriot, LI (3976)"	"[Enterprize; Lieutenant; Kerney; New-York; Saturday; Ev. Post; Omos; Bay; Honduras]. (1819, June 2). Independent Chronicle & Boston Patriot, LI (3976), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A12BC6B16249A7FA8%40EANX-10BE91944579E6B8%402385588-10BE91948BAA9668%401-10BE919579C99C10%40%255BEnterprize%253B%2BLieutenant%253B%2BKerney%253B%2BNew-York%253B%2BSaturday%253B%2BEv.%2BPost%253B%2BOmos%253B%2BBay%253B%2BHonduras%255D."
16 Dec 1819	Link	"Boston Commercial Gazette, 53 (1)"		"[Jamaica; Col. Gordon; Honduras; Musquito Indians; Lord Cochrane; British]. (1819, December 16). Boston Commercial Gazette, 53 (1)"	"[Jamaica; Col. Gordon; Honduras; Musquito Indians; Lord Cochrane; British]. (1819, December 16). Boston Commercial Gazette, 53 (1), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E4222622D11B8%40EANX-1047319EDAF84415%402385785-1047319F1CFB6BDA%401-104731A041CE40EE%40%255BJamaica%253B%2BCol.%2BGordon%253B%2BHonduras%253B%2BMusquito%2BIndians%253B%2BLord%2BCochrane%253B%2BBritish%255D."
14 Jan 1820	Link	"Boston Daily Advertiser, XXVIII (37)"		"[Commodore Aury; Providence; New Orleans; Spanish; Honduras; Congress; Mars; Bellona; Isabella; Empress]. (1820, January 14). Boston Daily Advertiser, XXVIII (37)"	"[Commodore Aury; Providence; New Orleans; Spanish; Honduras; Congress; Mars; Bellona; Isabella; Empress]. (1820, January 14). Boston Daily Advertiser, XXVIII (37), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E426370EFFFF8%40EANX-10B5FB97CAF04718%402385814-10B5FB980BD47528%401-10B5FB999765C2E8%40%255BCommodore%2BAury%253B%2BProvidence%253B%2BNew%2BOrleans%253B%2BSpanish%253B%2BHonduras%253B%2BCongress%253B%2BMars%253B%2BBellona%253B%2BIsabella%253B%2BEmpress%255D."
14 Jan 1820	Link	"New-England Palladium, L (4)"		"[Commodore; Aury; Providence; Privateers; New Orleans; Spanish; Honduras; Bellona]. (1820, January 14). New-England Palladium, L (4)"	"[Commodore; Aury; Providence; Privateers; New Orleans; Spanish; Honduras; Bellona]. (1820, January 14). New-England Palladium, L (4), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E895B80A29900%40EANX-10B03C7BF76ED778%402385814-10B03C7C47B66550%401-10B03C7D94A4D5F8%40%255BCommodore%253B%2BAury%253B%2BProvidence%253B%2BPrivateers%253B%2BNew%2BOrleans%253B%2BSpanish%253B%2BHonduras%253B%2BBellona%255D."
